rand,ID,url,article reference,PMID,in ISI Web of Science? (Y/N),How many merged citation records?,WoS Cited by how many?,COMMENTS,Dropbox filenames (for multiple files or multiple citations),Google Scholar query,Relevant GS Results,Imported to Mendeley?,Link ot GS results
0.000130981537817,1X8C,http://www.rcsb.org/pdb/explore/explore.do?structureId=1X8C,"Crystal structure of the copper homeostasis protein (CutCm) from Shigella flexneri at 1.7 A resolution: the first structure of a new sequence family of TIM barrels.Zhu, D.Y.,   Zhu, Y.Q.,   Huang, R.H.,   Xiang, Y.,   Yang, N.,   Lu, H.X.,   Li, G.P.,   Jin, Q.,   Wang, D.C.Journal: (2005) Proteins 58: 764-768",15624211,y,1,3,,,"(PDB OR ""Protein Data Bank"") AND ""1X8C"" -heinonline ",0
0.000387818997981,1VGK,http://www.rcsb.org/pdb/explore/explore.do?structureId=1VGK,to be published,"since no article details, don't try to look this one up in ISI, don't count towards the 100, skip to the next line"
0.00076046043498,1TCU,http://www.rcsb.org/pdb/explore/explore.do?structureId=1TCU,"Structures for the potential drug target purine nucleoside phosphorylase from Schistosoma mansoni causal agent of schistosomiasis.Pereira, H.D.,   Franco, G.R.,   Cleasby, A.,   Garratt, R.C.Journal: (2005) J.Mol.Biol. 353: 584-599",16182308,y,1,11,,,"(PDB OR ""Protein Data Bank"") AND ""1TCU"" -heinonline ",2,y,http://scholar.google.com/scholar?hl=en&q=%28PDB+OR+%22Protein+Data+Bank%22%29+AND+%221TCU%22+-heinonline+&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0
0.000797572621357,1Y4C,http://www.rcsb.org/pdb/explore/explore.do?structureId=1Y4C,"Laporte SL, Forsyth CM, Cunningham BC, Miercke LJ, Akhavan D, Stroud RM. De
novo design of an IL-4 antagonist and its structure at 1.9 A. Proc Natl Acad Sci 
U S A. 2005 Feb 8;102(6):1889-94. Epub 2005 Jan 31. PubMed PMID: 15684085; PubMed
Central PMCID: PMC548554.
",15684085,y,1,8,,,"(PDB OR ""Protein Data Bank"") AND ""1Y4C"" -heinonline ",2,y,http://scholar.google.com/scholar?hl=en&q=%28PDB+OR+%22Protein+Data+Bank%22%29+AND+%221Y4C%22+-heinonline+&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0
0.001065139445834,1XSF,http://www.rcsb.org/pdb/explore/explore.do?structureId=1XSF,"Cohen-Gonsaud M, Barthe P, Bagnéris C, Henderson B, Ward J, Roumestand C, Keep
NH. The structure of a resuscitation-promoting factor domain from Mycobacterium
tuberculosis shows homology to lysozymes. Nat Struct Mol Biol. 2005
Mar;12(3):270-3. Epub 2005 Feb 20. PubMed PMID: 15723078.
",15723078,y,1,44,,,"(PDB OR ""Protein Data Bank"") AND ""1XSF"" -heinonline ",9,,http://scholar.google.com/scholar?hl=en&q=%28PDB+OR+%22Protein+Data+Bank%22%29+AND+%221XSF%22+-heinonline+&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0
0.001343281864225,1Z73,http://www.rcsb.org/pdb/explore/explore.do?structureId=1Z73,"Gatzeva-Topalova PZ, May AP, Sousa MC. Structure and mechanism of ArnA:
conformational change implies ordered dehydrogenase mechanism in key enzyme for
polymyxin resistance. Structure. 2005 Jun;13(6):929-42. PubMed PMID: 15939024.
",15939024,y,1,13,,,"(PDB OR ""Protein Data Bank"") AND ""1Z73"" -heinonline ",0
0.001422841426406,2A0J,http://www.rcsb.org/pdb/explore/explore.do?structureId=2A0J,"Ren J, Sainsbury S, Berrow NS, Alderton D, Nettleship JE, Stammers DK,
Saunders NJ, Owens RJ. Crystal structure of nitrogen regulatory protein IIANtr
from Neisseria meningitidis. BMC Struct Biol. 2005 Aug 10;5:13. PubMed PMID:
16092953; PubMed Central PMCID: PMC1201152.
",16092953,y,1,3,,,"(PDB OR ""Protein Data Bank"") AND ""2A0J"" -heinonline ",0
0.002041959012058,2A4F,http://www.rcsb.org/pdb/explore/explore.do?structureId=2A4F,"Zhao C, Sham HL, Sun M, Stoll VS, Stewart KD, Lin S, Mo H, Vasavanonda S,
Saldivar A, Park C, McDonald EJ, Marsh KC, Klein LL, Kempf DJ, Norbeck DW.
Synthesis and activity of N-acyl azacyclic urea HIV-1 protease inhibitors with
high potency against multiple drug resistant viral strains. Bioorg Med Chem Lett.
2005 Dec 15;15(24):5499-503. Epub 2005 Oct 3. PubMed PMID: 16203141.
",16203141,y,1,2,,,"(PDB OR ""Protein Data Bank"") AND ""2A4F"" -heinonline ",0
0.002048559410801,2BH8,http://www.rcsb.org/pdb/explore/explore.do?structureId=2BH8,"de Bono S, Riechmann L, Girard E, Williams RL, Winter G. A segment of cold
shock protein directs the folding of a combinatorial protein. Proc Natl Acad Sci 
U S A. 2005 Feb 1;102(5):1396-401. Epub 2005 Jan 25. PubMed PMID: 15671167;
PubMed Central PMCID: PMC547839.
",15671167,y,1,12,,,"(PDB OR ""Protein Data Bank"") AND ""2BH8"" -heinonline ",5,,http://scholar.google.com/scholar?hl=en&q=%28PDB+OR+%22Protein+Data+Bank%22%29+AND+%222BH8%22+-heinonline+&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0
0.002101656677545,1Y3W,http://www.rcsb.org/pdb/explore/explore.do?structureId=1Y3W,"Fokkens J, Klebe G. A simple protocol to estimate differences in protein
binding affinity for enantiomers without prior resolution of racemates. Angew
Chem Int Ed Engl. 2006 Jan 30;45(6):985-9. PubMed PMID: 16374786.",16374786,y,1,9,,,"(PDB OR ""Protein Data Bank"") AND ""1Y3W"" -heinonline -patents ",1,y
